"ParasiteCheckedBinomial","close","sexual","vertical","closenonsexual","nonclose","environment","soil","water","feces","vector","intermediate","direct","indirect","Par.Type","Par.Phylum","Par.Class"
"Longistrongylus meyeri",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Longistrongylus namaquensis",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Longistrongylus sabie",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Longistrongylus schrenki",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Lorisicola isidoroi",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Lutracarus canadensis",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Lutzomyia shannoni",0,0,0,0,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Lymphocryptovirus Human herpesvirus 4",1,0,0,0,0,0,0,0,0,0,0,1,0,"Virus","DNA virus","ds"
"Lynxacarus mustelae",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Lynxacarus nearticus",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Lynxacarus visoni",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Lyssavirus Rabies virus",1,0,0,1,0,0,0,0,0,0,0,0,0,"Virus","RNA virus","ss-"
"Macacanema formosana",0,0,0,0,0,0,0,0,0,1,0,0,1,"Helminth","Nematoda",""
"Macracanthorhynchus catulinus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Archiacanthocephala"
"Macracanthorhynchus hirudinaceus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Archiacanthocephala"
"Macracanthorhynchus ingens",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Archiacanthocephala"
"Macroacanthorhynchus hirudinaceus",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Acanthocephala","Archiacanthocephala"
"Madoxyuris baltazardi",1,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda",""
"Madoxyuris bauchoti",1,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda",""
"Madoxyuris daubentoniae",1,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda",""
"Madoxyuris lemuris",1,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda",""
"Madoxyuris vauceli",1,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda",""
"Mamastrovirus Mamastrovirus 1",0,0,0,0,1,1,0,1,1,0,0,0,0,"Virus","RNA virus","ss+"
"Mannheimia haemolytica",1,0,1,1,1,1,0,1,1,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Mansonella leopoldi",0,0,0,0,0,0,0,0,0,1,0,0,1,"Helminth","Nematoda","Chromadorea"
"Mansonella llewellyni",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Mansonella lopeensis",0,0,0,0,0,0,0,0,0,1,0,0,1,"Helminth","Nematoda","Chromadorea"
"Mansonella mariae",0,0,0,0,0,0,0,0,0,1,0,0,1,"Helminth","Nematoda","Chromadorea"
"Mansonella marmosetae",0,0,0,0,0,0,0,0,0,1,0,0,1,"Helminth","Nematoda","Chromadorea"
"Mansonella perstans",0,0,0,0,0,0,0,0,0,1,0,1,0,"Helminth","Nematoda","Chromadorea"
"Mansonella peruviana",0,0,0,0,0,0,0,0,0,1,0,0,1,"Helminth","Nematoda","Chromadorea"
"Mansonella tamarinae",0,0,0,0,0,0,0,0,0,1,0,0,1,"Helminth","Nematoda","Chromadorea"
"Margaropus winthemi",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Maritrema afanassjewi",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Maritrema eroliae",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Marshallagia marshalli",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Marshallagia occidentalis",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Mastadenovirus Canine mastadenovirus A",1,0,0,1,1,1,0,0,1,0,0,0,0,"Virus","DNA virus","ds"
"Mastophorus muris",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Mathevotaenia megastoma",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Platyhelminthes","Cestoda"
"Mazamastrongylus odocoilei",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Mazamastrongylus pursglovei",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Mediorhynchus robustus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Archiacanthocephala"
"Megacooperia woodfordi",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Melophagus ovinus",1,0,0,0,1,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Meningonema peruzzii",0,0,0,0,0,0,0,0,0,1,0,0,1,"Helminth","Nematoda",""
"Mesocestoides canislagopodis",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Mesocestoides carnivoricolus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Mesocestoides corti",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Mesocestoides kirbyi",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Mesocestoides lineatus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Mesocestoides litteratus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Mesocestoides paucitesticulus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Mesocestoides variabilis",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Mesostephanus appendiculatoides",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Metagonimoides oregonensis",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Metagonimus miyata",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Metagonimus takahashii",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Metagonimus yokogawai",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Metastrongylus apri",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Metastrongylus asymmetricus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Metastrongylus confusus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Metastrongylus elongatus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Metastrongylus pudentotectus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Metastrongylus salmi",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Metathelazia californica",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Metorchis albidus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Metorchis bilis",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Metorchis conjunctus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Metorchis vulpis",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Micrococcus luteus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria"
"Microfilaria binucleata",0,0,0,0,0,0,0,0,0,1,0,0,1,"Helminth","Nematoda",""
"Microphallus nicolli",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Microphallus pirum",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Microphallus similis",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Microphallus turgidus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Microsporum gypseum",1,0,0,1,1,1,1,0,0,0,0,0,0,"Fungus","Ascomycota","Eurotiomycetes"
"Moeopsylla sjoestedti",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Molineus barbatus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Molineus lgerae",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Molineus midas",0,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda","Chromadorea"
"Molineus mustelae",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Molineus patens",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Molineus torulosus",0,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda","Chromadorea"
"Moniezia benedeni",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Moniezia expansa",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Moniezia monardi",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Moniezia rugosa",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Platyhelminthes","Cestoda"
"Moniliformis moniliformis",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Archiacanthocephala"
"Monodontella giraffae",0,0,0,0,1,1,1,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Monodontus louisianensis",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Moraxella atlantae",0,0,0,0,0,0,0,0,0,1,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Moraxella bovis",0,0,0,0,0,0,0,0,0,1,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Moraxella catarrhalis",0,0,0,0,0,0,0,0,0,1,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Moraxella cuniculi",1,0,0,1,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Moraxella lacunata",0,0,0,0,0,0,0,0,0,1,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Moraxella nonliquefaciens",0,0,0,0,0,0,0,0,0,1,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Moraxella osloensis",0,0,0,0,0,0,0,0,0,1,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Moraxella ovis",0,0,0,0,0,0,0,0,0,1,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Moraxella phenylpyruvicus",0,0,0,0,0,0,0,0,0,1,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Morbillivirus Canine distemper virus",1,0,0,1,0,0,0,0,0,0,0,0,0,"Virus","RNA virus","ss-"
"Morbillivirus Cetacean morbillivirus",1,0,0,1,0,0,0,0,0,0,0,0,0,"Virus","RNA virus","ss-"
"Morbillivirus Measles virus",1,0,0,0,0,0,0,0,0,0,0,1,0,"Virus","RNA virus","ss-"
"Morbillivirus Phocine distemper virus",1,0,0,1,0,0,0,0,0,0,0,0,0,"Virus","RNA virus","ss-"
"Morbillivirus Rinderpest virus",1,0,0,1,0,0,0,0,0,0,0,0,0,"Virus","RNA virus","ss-"
"Morganella morganii",1,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Mosgovoyia pectinata",0,0,0,0,1,1,0,0,1,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Muellerius capillaris",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Muellerius tenuispiculatus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Multiceps packii",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Multiceps serialis",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Cestoda"
"Murshidia devians",0,0,0,0,0,0,0,0,0,0,0,0,0,"Helminth","Nematoda",""
"Murshidia hamata",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Murshidia pugnicaudata",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Mycobacterium avium",1,0,1,0,1,1,0,0,1,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria"
"Mycobacterium bovis",1,0,0,1,1,1,0,0,1,0,0,1,1,"Bacteria","Actinobacteria","Actinobacteria"
"Mycobacterium fortuitum",0,0,0,0,1,1,1,1,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria"
"Mycobacterium goodii",0,0,0,0,1,1,1,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria"
"Mycobacterium intracellulare",0,0,0,0,1,1,1,1,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria"
"Mycobacterium kansaii",0,0,0,0,1,1,0,1,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria"
"Mycobacterium tuberculosis",1,0,0,1,1,1,0,1,1,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria"
"Mycoplasma conjunctivae",1,0,0,1,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Mollicutes"
"Mycoplasma fermentans",1,1,0,1,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Mollicutes"
"Mycoplasma haemofelis",0,0,0,0,0,0,0,0,0,1,0,0,0,"Bacteria","Firmicutes","Mollicutes"
"Mycoplasma haemominutum",0,0,0,0,0,0,0,0,0,1,0,0,0,"Bacteria","Firmicutes","Mollicutes"
"Mycoplasma hominis",0,1,1,0,0,0,0,0,0,0,0,1,0,"Bacteria","Firmicutes","Mollicutes"
"Mycoplasma hyopneumoniae",1,0,0,1,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Mollicutes"
"Mycoplasma ovipneumoniae",1,0,0,1,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Mollicutes"
"Mycoplasma phocidae",1,0,0,1,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Mollicutes"
"Mycoplasma turicensis",1,0,0,1,0,0,0,0,0,1,0,0,0,"Bacteria","Firmicutes","Mollicutes"
"Nairovirus Crimean-Congo hemorrhagic fever virus",1,0,0,1,0,0,0,0,0,1,0,0,0,"Virus","RNA virus","ss-"
"Nairovirus Thiafora virus",0,0,0,0,0,0,0,0,0,1,0,0,0,"Virus","RNA virus","ss-"
"Nanophyetus salmincola",0,0,0,0,1,1,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Necator americanus",0,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda","Chromadorea"
"Neisseria elongata",1,1,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria"
"Neisseria flavescens",1,1,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria"
"Neisseria mucosa",1,1,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria"
"Neisseria pharyngis",1,1,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria"
"Nematodirella alcidis",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Nematodirella antilocaprae",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Nematodirella longissimespiculata",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Nematodirus abnormalis",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Nematodirus andersoni",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Nematodirus battus",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Nematodirus chabaudi",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Nematodirus davtiani",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Nematodirus europaeus",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Nematodirus filicollis",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Nematodirus helvetianus",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Nematodirus hugonnetae",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Nematodirus ibicus",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Nematodirus odocoilei",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Nematodirus oiratianus",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Nematodirus roscidus",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Nematodirus rupicaprae",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Nematodirus spathiger",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Nematodirus tarandi",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Neodiplostomum cratera",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Neolipoptena ferrisi",0,0,0,0,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Neorhabditostomum yeni",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Neorickettsia risticii",0,0,0,0,1,1,0,1,0,1,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria"
"Neoschoengastia israelensis",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Neospora caninum",1,0,1,0,1,1,0,1,1,0,1,0,0,"Protozoa","Apicomplexa","Coccidia"
"Neostrongylus linearis",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Neotrichodectes mephitidis",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Neotrichodectes pallidus",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Neotrombicula whartoni",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Nocardia asteroides",0,0,0,0,1,1,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria"
"Nosopsyllus fasciatus",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Notoedres cati",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Ochrobactrum anthropi",0,0,0,0,1,1,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria"
"Oedemagena tarandi",0,0,0,0,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Oesophagostomum aculeatum",0,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda","Chromadorea"
"Oesophagostomum africanum",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Oesophagostomum apiostomum",0,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda","Chromadorea"
"Oesophagostomum attenatum",0,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda","Chromadorea"
"Oesophagostomum bifurcum",0,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda","Chromadorea"
"Oesophagostomum brumpti",0,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda","Chromadorea"
"Oesophagostomum columbianum",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Oesophagostomum dentatum",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Oesophagostomum maurum",0,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda","Chromadorea"
"Oesophagostomum mocambiquei",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Oesophagostomum mwanzae",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Oesophagostomum ostertagi",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Oesophagostomum pachycephalum",0,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda","Chromadorea"
"Oesophagostomum quadrispinulatum",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Oesophagostomum radiatum",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Oesophagostomum sikae",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Oesophagostomum stephanostomum",0,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda","Chromadorea"
"Oesophagostomum venulosum",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Okapinema japonica",0,0,0,0,0,0,0,0,0,0,0,0,0,"Helminth","Nematoda",""
"Ollulanus tricuspis",0,0,0,0,1,1,0,0,0,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Onchocerca cervipedis",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Onchocerca dewittei",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Onchocerca flexuosa",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Onchocerca garmsi",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Onchocerca gutturosa",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Onchocerca jakutensis",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Onchocerca lienalis",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Onchocerca ramachandrini",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Onchocerca skrjabini",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Onchocerca suzukii",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Onchocerca volvulus",0,0,0,0,0,0,0,0,0,1,0,0,1,"Helminth","Nematoda","Chromadorea"
"Oncicola canis",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Archiacanthocephala"
"Ondatralaelaps multispinosus",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Opisthorchis felineus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Orbivirus African horse sickness virus",0,0,0,0,0,0,0,0,0,1,0,0,0,"Virus","RNA virus","ds"
"Orbivirus Bluetongue virus",0,0,0,0,0,0,0,0,0,1,0,0,0,"Virus","RNA virus","ds"
"Orbivirus Bunyip creek virus",1,0,1,0,0,0,0,0,0,1,0,0,0,"Virus","RNA virus","ds"
"Orbivirus Epizootic hemorrhagic disease virus",0,0,0,0,0,0,0,0,0,1,0,0,0,"Virus","RNA virus","ds"
"Orbivirus Eubenangee virus",0,0,0,0,0,0,0,0,0,1,0,0,0,"Virus","RNA virus","ds"
"Orbivirus Orungo virus",0,0,0,0,0,0,0,0,0,1,0,0,1,"Virus","RNA virus","ds"
"Orbivirus Palyam virus",1,0,1,0,0,0,0,0,0,1,0,0,0,"Virus","RNA virus","ds"
"Orchopeas agilis",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Orchopeas caedens",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Orchopeas howardi",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Orchopeas latens",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Ornithodoros coriaceus",0,0,0,0,1,1,1,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Ornithodoros erraticus",0,0,0,0,1,1,1,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Ornithodoros porcinus",0,0,0,0,1,1,1,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Ornithodorus talaje",0,0,0,0,1,0,0,0,0,0,0,1,1,"Arthropod","Arthropoda","Arachnida"
"Ornithonyssus bacoti",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Ornithonyssus wernecki",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Oropsylla arctomys",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Oropsylla hirsuta",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Oropsylla montana",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Orthobunyavirus Akabane virus",0,0,0,0,0,0,0,0,0,1,0,0,0,"Virus","RNA virus","ss-"
"Orthobunyavirus Bakau virus",0,0,0,0,0,0,0,0,0,1,0,0,1,"Virus","RNA virus","ss-"
"Orthobunyavirus Bunyamwera virus",0,0,0,0,0,0,0,0,0,1,0,0,1,"Virus","RNA virus","ss-"
"Orthobunyavirus Bwamba virus",0,0,0,0,0,0,0,0,0,1,0,0,1,"Virus","RNA virus","ss-"
"Orthobunyavirus California encephalitis virus",0,0,0,0,0,0,0,0,0,1,0,0,1,"Virus","RNA virus","ss-"
"Orthobunyavirus Kairi virus",0,0,0,0,0,0,0,0,0,1,0,0,1,"Virus","RNA virus","ss-"
"Orthobunyavirus Main Drain virus",0,0,0,0,0,0,0,0,0,0,0,0,0,"Virus","RNA virus","ss-"
